	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
protein529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2157771776084	0.983310108113298	0.999480418229765	NA	0.897986668260793	0.958718432266088	0.899809584187159	0.884744303206643	0.981871584969602	0.87543421371003	0.872303820036265	0.964901661627002	0.965403440750009	0.910921575676367	0.974881464205314	0.701414514636732	0.953593218537643	0.843374512336712	0.847968928256389	0.892072785509396	0.801618935517883	1.00729994325104	0.852122261556635	0.918026321813311	0.983790731386053	0.970095126860248	0.845377273121852	0.946311963893724	0.937179322135038	0.723101687943677	0.79099994303459	0.720708011973192	1.15724642391384	1.11622003759738	1.07293210399019	1.18258542068751	1.09669596707477	1.05926702808131	1.10930743038377	1.19319012260005	1.04540270361475	0.936410326413391	0.955690909652565	0.726737615237212	1.11552082188576	0.997512596495922	1.06452222959999	1.14215968963441	1.28936559164791	1.19432626896729	1.27723699860448	1.14755751358507	1.26936674627266	1.14879198229503	1.23185916221919	1.20766758552112	1.26707453313186	1.17136341952699	1.08732728732242	1.27970752594748	1.17773355865915	1.12729398206812	1.13370202585016	1.13611977350003
protein530	0.827156533820833	0.852159473037804	0.714772721515121	0.730389378621496	0.755657191310977	0.629459184083139	0.725664307512994	0.642836087649662	0.80908422472274	0.772777259178338	0.721696543007274	0.677243605240918	0.652202310668881	0.705313644249924	0.710373291066216	0.826944198467297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.715110203090876	0.842450903318952	0.785952376565309	0.769174196452417	0.742085484793826	0.620092761025153	0.918186340732732	0.633779683918785	0.740362133317894	0.76035863125083	0.721555691642163	0.447208078252365	0.401366032261923	0.219683581200223	0.801773229132651	0.658177970345847	0.591079421915144	0.641008308242953	0.623238150938326	0.568473456604326	0.55770669846532	0.501628025418953	0.638373163707785	0.56466685476558	0.617985159359984	0.635763264051684	0.576444045827774	0.585392231417175	0.630382746091303	0.655466657011804	0.612214746914991	0.614569209546429	0.590338071545842	0.42036789183494	0.746597962634738	0.563326533892825	0.5913840295035	0.125108841140028	0.206800694782999	0.574409575055024	0.360813832253081	0.554601380677468	0.547985366547321	0.703634340098995	0.211969315592429	0.399022640165544	0.412053975269586	0.576399399889883
protein537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.882828481020463	0.898852761173321	0.806203140216113	0.60568645870704	0.90856937488276	0.78992410186612	0.832764061687265	0.960429906232611	0.790938832542691	1.0557323253852	0.943649351688243	0.883753320385735	0.817022881022601	0.724157793151919	1.23670780367442	0.974584761472937	0.90971972382742	0.957574001761127	0.644452878463443	0.966705738594657	1.3313072406455	0.832840091584597	0.733656103638787	0.677570366003576	1.21577894567902	0.756332842449163	1.10617632266756	0.810525824748097	0.599669912253215	0.987404655295073	0.764170085658615	0.911448614737321	0.691419761215361	0.762815831616147	0.79419715470067	0.649608169787503	0.594017465546839	0.587999582897436	0.701960379203525	0.586880510359309	0.655131928066806	0.583275384380816	0.669964157506029	1.05600141587442	0.580427965673943	0.671565825223728	0.643914501161338	0.654880479812819	0.926090731483987	1.02592432871524	1.02931703497972	0.900016137368327	0.80977814011447	0.949821537945768	0.772880460043587	0.998983436950789	1.01636268551278	0.697664593754468	1.46824460611527	0.80836498737329	0.982359594906592	0.996463942608607	1.2201510678	1.08834654485661
protein539	0.50257010266251	0.630290226625313	0.551764005447133	0.56954107840362	0.548108417926958	NA	0.524731163489205	NA	0.553361507244207	0.570434508977403	0.323010654979489	0.595974883399409	NA	0.576591271258694	0.351237507168799	0.497821514982569	0.798694794713139	0.664594202839747	0.764270903869256	NA	0.638959137939376	0.894747532101222	0.758251009458555	0.702003299252217	0.905631484287676	0.648663072403411	0.757047879865026	0.768677440566041	0.828306272344447	0.714589374571747	0.735553169637084	0.70360294050385	0.722845718378118	0.760166854807744	0.765137394666313	0.71592510038535	0.62591557877744	0.70448091765421	0.594670744140308	0.652105198848253	0.621259238689146	0.847466206640339	0.702507410740844	0.663823360094563	0.642939397584402	0.67806443829006	0.578788870872379	0.746544891745199	1.00291511606613	1.05026585530679	0.969245758237265	1.08806244132451	0.971937796293582	1.04342410806671	1.02991952721817	1.10960161710755	1.00946371595743	0.976638893558358	0.943174679725572	0.784281734524335	1.04423245379161	0.755801205518688	1.01654013986756	1.04672176645541	1.03159070101276	0.82121879619112	0.961150298853387	1.05929456510274	0.987313443503888	1.00640030434394	1.01141891218365	0.973455425190989	0.952252231212208	1.05674535356998	0.984565085066667	0.941588629890995	0.984275503095406	1.05487133348798	1.02417387550341	0.968694767570022
protein540	0.945468363241282	0.76167938348251	0.831346445393169	0.783146337369714	0.890852336144888	0.983489266068605	0.76423646108161	0.705705403418576	0.757213051986417	0.735547700244936	0.936330349241818	0.942174824424909	0.784375880937484	0.759316491255939	1.09849218963594	0.78092713342559	0.998945335044049	0.887896678638635	1.00564697231811	0.565035298412103	1.04882853113049	0.752008759625138	1.02706035922905	0.730006127995122	0.962611468189331	1.13422701818993	1.0976798517349	1.15492824470828	1.17563395905081	1.00899047145747	1.03701165416815	1.02327735395958	1.32254755118003	1.18644399818902	1.08610792598174	1.17469620731224	1.37014845830291	1.27538735437636	1.4752242285373	1.21185101148989	1.15654209822957	1.16876618775557	1.14047384821559	1.30820156950755	0.977233590965003	1.04666375732773	0.989192933890186	0.986357182413011	1.03414671251439	1.1519264343393	1.2622262023788	0.941275433268828	0.98421912809534	0.977142783836391	0.872746957369591	0.905554167675221	1.01351740772839	1.35292425836963	1.01744957512773	1.02979959006935	0.931931809902991	1.09195796768234	1.10137163215352	1.16398985632503	0.829976396457998	0.598785448865183	0.785413913522268	0.894213835492142	0.463220145931449	0.790942526444503	0.720868222768829	0.672028542082313	1.10136257682724	0.862388760041117	0.849942598221784	0.832240900400661	0.552253302100312	0.565841270273119	0.863681837174015	0.629919267036401
protein541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.720576360815207	0.649082777766211	0.536382218784431	NA	0.609270177679436	0.870835921640032	0.740814397677156	0.684441614776262	0.9240580735124	0.727918660531165	0.67148480736764	0.542641800571873	0.879550600930007	0.756489656726384	0.581898648026351	0.534711630044654	0.687610520412457	0.847564190986541	0.843653715560605	0.719763232088669	0.770699231237874	0.798348173557731	0.658953470200352	0.450196268433622	0.474540258487964	0.822718321462148	0.618802364158681	0.58712464593685	0.622445439341667	0.517210201588953	0.398218544410831	0.776742427213098	1.06951913505337	1.07120362463497	1.05800934406876	1.06123324191511	1.1467389186691	1.07851842106845	1.15890906032244	1.06927581333845	0.988070386232145	1.07558395467782	1.06395152707776	1.08097449951672	1.00990826119906	1.02390889387831	0.954178939130558	0.920146509625395	0.742455118433633	0.657595269935634	0.734054136842174	0.804741246121404	0.772582439106455	0.668305090279602	0.691013437081142	0.670695370587491	0.798366026629809	0.777466081119403	0.714082971678664	0.658552945313622	0.770026446235299	0.598389646849466	0.702230447411574	0.774516577032711
protein550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16771707941478	1.15846497884142	1.1879087806555	1.02868881103719	1.13580770525044	1.13398775064513	1.18694937510445	1.16546788963633	1.18466878137447	1.1639331168426	1.19763291773985	1.11053886632491	1.12622924099367	1.1674961555578	1.18145838628508	1.17888435513285	0.920286756359434	1.14133081753293	1.16814339081214	1.0693189145896	1.22755796614921	0.9341116545026	1.00318755703277	0.892307432321209	0.830146444399705	1.04232073632775	1.05690765218353	0.924401818132298	0.990806053489462	0.884320473375371	0.751857316837215	0.951424108624818	1.11974395602103	1.14357584863706	1.13603508789153	1.16302874922828	1.21389032537704	1.19168322151148	1.2202776549377	1.13494704229515	1.13392315097102	1.10442693477726	1.2065798729276	1.12842637411594	1.23911645503403	1.13492468122276	1.15328244053795	1.20321116060315	0.721911404864063	0.386979188566175	0.680646605624342	0.703096792471367	0.764168902587396	0.622187231637393	0.705898140957752	0.631635253685015	0.625079534222505	0.692027644682466	0.651809416632456	0.629727084430812	0.712642870057309	0.645466046171275	0.730957101866588	0.674564952273953
protein557	0.866075093653742	0.919776826273994	0.951317354989864	0.905475188791022	0.855915660754044	0.914168566702929	0.975346814311348	0.778799037392	0.846100103009682	1.01780110096414	0.732131830194384	0.826685044330375	0.396240625180289	0.901240884358028	0.897954924435932	1.02552448492393	0.772000819546898	0.552042120268382	0.76942511793218	NA	0.750430561964502	0.852136227718538	0.854191867630892	0.805387855850074	0.989028301072326	0.719632532546313	0.836771964375569	0.751596628326564	1.01501828748073	0.633138163377752	0.827216723482612	0.653565672972506	0.954517931672165	0.95307166357424	1.0293255539219	0.965007482568313	1.03642614341099	1.17334121598045	0.872621228498578	0.695923792650184	0.567524233546258	0.996392491125161	0.912623035432199	0.945633304280817	0.859455525337702	0.998456369707998	0.879971172172839	0.947473383377285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.818841869249122	0.934521550304416	0.878785792076097	0.901119334769999	0.941563499651219	0.851006472755514	0.774586216264441	0.772493893192816	0.731039733571351	0.76951224623423	0.829565455860845	0.881230213580232	0.855977401879948	0.716847165581189	0.797188948918494	0.823120532626821
protein558	0.846031527198603	0.817216844575675	0.675996193131616	0.751691495777991	0.813676612056529	0.703945693934328	0.800907093607508	0.833544867847479	0.921048257424497	0.827395636567963	0.7998711146152	0.812993061969184	0.927873726662522	0.749512581224011	0.875418335413775	0.801364331958558	0.990329206149562	0.936040970636932	1.12742849752416	0.788627082585921	0.957861997971672	0.920796823314173	1.03354590858877	0.899089749857028	0.979581816116563	0.816250338527453	0.999785619497444	0.957147747452911	0.926831701358222	0.969776281225481	0.981695546007313	0.988169551301528	0.942657545057018	0.900126489259612	0.98406545335436	0.93132907567818	0.967065030731612	0.935505072458355	1.08014514103668	1.0401939346167	1.06515017591275	1.04609575647077	0.909270835781346	0.956284527772367	0.864624422876206	0.838832904771914	1.11201781881313	0.949277636147428	0.932705772783198	0.934864116568574	0.904395115090105	0.985263561928823	0.891277250632259	0.914550472649298	0.962984012112133	1.03168411626109	0.925870255568212	0.916405252138159	0.825374118279122	0.788805297987419	0.906881166151927	0.798611356982979	0.841939035734552	0.916971378160392	1.02562743627493	1.08006107872478	1.0375859408503	0.959405112597429	1.05042533967178	0.981683067390563	0.99196204393394	1.04544030049392	1.11736540968156	1.08156921142751	0.969983492853863	1.16185564040875	0.994212946874203	1.00804529031984	0.996643105376471	1.0810202464587
protein560	1.06340628439804	1.12961915864991	1.10091754016807	1.1226554559454	1.03953639051443	1.28871765271968	1.04926760663049	1.19816373401769	1.15650289256328	1.00599498826502	1.21161492673422	1.12571902736426	1.37774047981934	1.11450257066979	1.15439935794751	1.01041194336559	0.924344878669635	0.999349807529914	0.903451231720387	NA	0.77457071413682	0.967006895554466	0.819259469925407	0.856301149837322	0.894457651234043	0.734619919018944	0.905252944389433	1.04229417627868	0.871172293639802	0.922800347435377	0.762478025010008	0.787568869189374	0.872049521072447	0.917034006353074	0.88637791280202	0.911660236303545	0.884880613111444	0.903847223876533	0.735582401801718	1.09188213578842	0.891878786214909	0.943132409258797	0.937428442447823	0.875000329784845	0.89394701002451	0.869967537760626	0.885290841972106	0.939361002975258	0.94555788798063	0.94235443929611	0.903578429430269	0.966683678997786	0.78665083086121	0.848020110243117	0.986089495627124	1.00338227078848	0.919863372765087	0.758109121179329	0.722713075968481	0.770291260242158	0.829954320945897	0.791334734499308	0.902353579180351	0.979320578823039	0.9475168422567	0.928618717007476	0.871509042307185	0.86559661744808	0.867113805980273	1.00583497237237	1.1077854530129	0.948792135126118	0.889071631162435	0.91023008948729	0.864793770012711	0.980525435606816	0.792511376039923	0.981430016162311	0.962905804312139	0.997008535936456
protein561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.854682860074616	0.994093743176715	0.745368721051944	0.788627082585921	0.877952553843246	0.982863835305996	0.815139638978141	0.920895483996347	0.944074771687057	0.841628551107189	0.790283758342687	0.75743354554957	0.807087150385077	0.792532582650386	0.700312639271557	0.724585284863671	0.960656080973874	1.04521912774686	1.12180252515982	1.0627683705118	0.974494478403657	0.869768325459981	0.875256997556637	0.930631239947906	0.675288599591287	1.2412785450611	0.909270835781346	0.952341355941776	0.864023045981588	0.703730019674461	0.618102213016303	0.986662590126142	0.719409322531241	0.751871355411407	0.647899361012311	0.861315838759763	0.80523842090955	0.611440960324136	0.879555775053982	0.972785834145775	0.807597465906132	0.557077036836937	0.501344884774683	NA	0.812711632393766	0.384499885861286	0.627933454996531	0.690462040892727	0.910806543636401	0.689293421952576	0.82750578293217	0.89797712060663	0.944750319029993	0.746148644865658	0.826332995507413	0.894986775628296	0.815209909550803	1.00793338748518	0.852129602007284	0.793506614858316	0.886542246892319	1.02726313988722	0.896870641132648	0.842464925373392
protein564	1.4565138598851	1.178583094354	1.11268255923418	0.955882041997918	1.33856952398172	0.741844092911708	1.38320256938843	1.54947229635696	1.47002292419287	1.13338768494447	1.35502125401846	1.27123847941427	1.14923378559681	1.37759603558562	1.25081588884678	1.21154787010879	1.40918099190714	1.2826420281247	1.72085614652437	1.1969876138795	1.34404430522201	1.07607412407138	1.50291602361014	1.16460934199201	1.12611616203912	1.14648536685563	1.24920492488222	1.31486157947055	1.09243726231399	1.44251044836635	1.43171433622208	1.39096517108797	1.0577419127848	0.848462458350773	0.898673974281559	1.08438396987125	0.886124189419107	1.1413252940344	1.36085578767933	0.956350129440008	0.916269015960952	1.090842748561	0.875675433643657	1.19518330560225	1.01233194335762	0.756380615068982	1.18692228049743	0.746544891745199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04468517855388	1.11189053861324	1.17795439446698	0.965414711538704	0.987313443503888	1.09649510248373	1.07776480277876	1.18155489341526	0.999038556315588	1.15533606617123	0.984178791553911	1.29010017914106	1.10787009151487	0.975324572336334	0.920156363023003	0.961308752130827
protein567	1.03772093788773	1.14176585480291	1.25342637156837	1.23263781101203	1.11637279987989	1.1552927387524	1.24778228614252	0.970101183446687	1.02476121046999	1.20620446646967	1.02249471331038	1.07919269170388	1.08938800115452	1.09147579521994	1.19034960598583	1.32690655479215	0.656958437648591	0.632765210708322	0.673000501719373	NA	0.952160541036155	0.967434226914136	0.865923354321936	0.904725235305737	0.864958717996618	0.82926140815158	0.757047879865026	0.722828553762938	0.897303502622667	0.621756685208604	0.674430714171102	0.671268881730574	0.963106569961659	1.11366099141706	1.14098205947841	1.15886000283132	1.10600926166725	1.10110538151372	1.03989401166206	0.804570684350341	0.787766610793832	1.00154920415741	1.09747090317297	1.1224892901033	1.18447225212684	1.15215894189238	1.19058745251267	1.18325560940622	0.599189446370717	0.615948414773724	0.736691382497918	0.698965138284028	0.844019530357703	0.736754642826584	0.845799252721334	0.657163131675719	0.611785526014874	0.487245688025703	0.579706224696198	0.511102201901381	0.925220089206962	0.65338218101601	0.66477150188097	0.706640349071433	0.720551578955586	0.568021785346215	0.65964925414002	0.753962800095994	0.828335205379479	0.837711777563377	0.772022118618417	0.785270921039068	0.647881054896742	0.720979934303568	0.439187832368937	0.589084776972208	0.805632873987094	0.692468448920866	0.703626302603575	0.766192014796776
protein571	0.802510274570636	0.993054703709028	0.980450691659224	1.11097965261615	0.779057917815482	1.42023466176995	0.731066530190502	1.55737161675959	0.797719914155215	1.09170560041661	1.43545896089535	1.14330488641449	1.66987002487636	0.919585259449368	1.48068346253614	0.948181991316984	0.884819461904281	1.53340739275921	1.48626547147645	1.35366238099802	1.07366385292092	0.940609719917793	1.16993303261727	0.815383130442105	1.0030299928708	0.77596650841176	1.28746489963506	1.16753832545639	0.773775580393608	1.41660603466017	1.15465308144964	1.50095795535704	0.699506529223049	0.864414776360888	0.833460838671049	0.835753036778416	1.27291350010006	1.03229695147619	0.825113338079268	1.75266526770934	1.18803013307761	0.860227390312448	1.23007377913518	1.16107649008069	0.712848956784996	1.4269980010012	1.33877720963668	1.18949800582553	1.02622952991846	0.594256775116482	1.19504453634781	0.990687778964411	1.00471831964982	0.982069034305782	0.787523337337597	0.834779755621391	1.02731583173813	1.28949250780008	1.01286048762137	1.32502852202149	0.75784953441285	1.18613770123995	1.0627312017827	1.25038457811109	0.879246631145448	1.1594493037997	0.916218603028601	1.02541573840571	1.13673171403331	0.852562950347188	0.834689626837125	0.733741317698226	0.906423401348096	0.597963573107594	1.12668724406196	1.09706100360588	0.869823009559563	1.30051943821193	1.06199085750158	0.894177688525849
